pert_idx,severity,err_clean,err_pert,R_sample
4,0.18260467052459717,0.9197132587432861,0.9199395775794983,0.9996396153033232
2,0.031192481517791748,0.11978854984045029,0.11965697258710861,1.0
7,0.5340628027915955,0.16789905726909637,0.16791987419128418,0.9998183933845637
4,0.7518784999847412,0.10582992434501648,0.10645845532417297,0.9913626777492541
3,0.7425159215927124,3.661407232284546,3.624563455581665,1.0
1,0.7145482897758484,0.34710243344306946,0.3360746204853058,1.0
9,0.6319066882133484,0.6215066313743591,0.623207151889801,0.9960051221829311
5,0.9576559662818909,0.004864339251071215,0.004864324349910021,1.0
5,0.4264494776725769,0.01294480636715889,0.01294479425996542,1.0
8,0.23988080024719238,0.16335996985435486,0.1661326140165329,0.9756457045254842
9,0.16574931144714355,0.4661264717578888,0.46570831537246704,1.0
9,0.4901543855667114,0.045636020600795746,0.04563604295253754,0.9999992824816106
1,0.381811261177063,0.12197668105363846,0.12536421418190002,0.9606640680255807
1,0.9535903930664062,0.3070419430732727,0.3004250228404999,1.0
7,0.7045729756355286,0.08409581333398819,0.09736113250255585,0.8068842205398677
6,0.2547265887260437,0.20139838755130768,0.23466277122497559,0.7993611505438664
3,0.028207004070281982,0.005022177938371897,0.005022213328629732,0.9999896767419534
8,0.3274688720703125,0.1317916214466095,0.1317916214466095,1.0
5,0.8470557928085327,0.03071603924036026,0.03071604296565056,0.9999998223257501
8,9.369850158691406e-05,1.8762047290802002,1.8781355619430542,0.9984942817972491
2,0.890144944190979,4.230982780456543,5.707587242126465,0.6449660893864563
7,0.3170575499534607,1.5317845344543457,1.5364269018173218,0.9955766425235362
9,0.2555789351463318,0.025393884629011154,0.025393888354301453,0.9999997850880725
5,0.6054770350456238,0.008488583378493786,0.008488623425364494,0.9999930886940431
9,0.5925019383430481,0.2834494709968567,0.28352248668670654,0.9996227472162401
5,0.9675971269607544,0.10126416385173798,0.10266437381505966,0.9800831564281585
0,0.5380951762199402,0.4863082468509674,0.364235520362854,1.0
4,0.6296806931495667,0.05990028753876686,0.025255773216485977,1.0
1,0.44529277086257935,0.19167165458202362,0.18869255483150482,1.0
8,0.7128317952156067,0.019294656813144684,0.01943385973572731,0.9895240334645604
4,0.9241474270820618,0.4690850079059601,0.46904632449150085,1.0
1,0.20947933197021484,0.011884824372828007,0.01310037449002266,0.8670515860073761
8,0.5419533848762512,0.013104359619319439,0.013104356825351715,1.0
9,0.4608631134033203,0.4210203289985657,0.4208545386791229,1.0
9,0.2032819390296936,0.012044700793921947,0.012044573202729225,1.0
5,0.1953648328781128,0.28389373421669006,0.283888041973114,1.0
2,0.17254143953323364,0.07656694203615189,0.07534082978963852,1.0
1,0.4437423348426819,1.6642920970916748,1.621718406677246,1.0
6,0.9416743516921997,0.35239583253860474,0.27996203303337097,1.0
7,0.35523200035095215,0.01678173802793026,0.012086141854524612,1.0
4,0.003964126110076904,0.006949741858989,0.006949764210730791,0.999995288381253
5,0.09001898765563965,0.08428597450256348,0.08431579917669296,0.9994818437207499
0,0.7162518501281738,0.32819393277168274,0.8119670152664185,0.26525765476393226
2,0.7570396065711975,0.04611478000879288,0.04653630778193474,0.9867582023429635
1,0.8946088552474976,0.030634261667728424,0.03197329491376877,0.939249202799812
4,0.42823028564453125,4.926203727722168,4.9257426261901855,1.0
6,0.0253029465675354,0.8161720633506775,0.7664824724197388,1.0
1,0.7257939577102661,0.05698562413454056,0.021268848329782486,1.0
7,0.3131380081176758,0.07447265833616257,0.07447066903114319,1.0
4,0.12538492679595947,0.014061558991670609,0.014061533845961094,1.0
6,0.14197909832000732,0.4499705731868744,0.4500008225440979,0.9999015250349498
3,0.5961504578590393,0.09440997987985611,0.09440403431653976,1.0
1,0.37441277503967285,0.2785293161869049,0.27875053882598877,0.998837578917443
9,0.4906236529350281,0.454173743724823,0.45655152201652527,0.992379478702062
5,0.06701505184173584,0.7188764810562134,0.6933432817459106,1.0
1,0.1784193515777588,0.006283491384238005,0.004302453249692917,1.0
7,0.8822634816169739,0.041936248540878296,0.041936248540878296,1.0
8,0.4907488226890564,0.10925306379795074,0.10915759205818176,1.0
2,0.22750931978225708,0.20711998641490936,0.20292545855045319,1.0
9,0.7397190928459167,0.18969260156154633,0.1606147587299347,1.0
1,0.7267472743988037,0.16025301814079285,0.12687793374061584,1.0
4,0.1834012269973755,0.6474511623382568,0.6374956369400024,1.0
0,0.5686860680580139,0.5645837187767029,0.4561673402786255,1.0
2,0.5053114295005798,0.11824227124452591,0.12234929949045181,0.9512097938323505
4,0.6323216557502747,0.014822160825133324,0.012149759568274021,1.0
7,0.19192492961883545,0.004455658607184887,0.004577529616653919,0.9612395668076432
6,0.6223915815353394,0.04075995460152626,0.042421527206897736,0.9431459287413682
0,0.654344379901886,0.03447365760803223,0.09704723954200745,0.21953340800643018
7,0.3659813404083252,0.4290216863155365,0.43924087285995483,0.966101691727881
5,0.8601300716400146,0.012240659445524216,0.012237799353897572,1.0
8,0.15333926677703857,7.35483455657959,9.549103736877441,0.6821613064599618
4,0.5406041145324707,0.03394724801182747,0.033947210758924484,1.0
2,0.017513155937194824,0.09944227337837219,0.09932143241167068,1.0
2,0.9686738848686218,0.08648999780416489,0.08708560466766357,0.9899965198475589
7,0.25721418857574463,0.06176864355802536,0.06177283078432083,0.9999006994157504
9,0.16419827938079834,1.6181437969207764,1.6077741384506226,1.0
0,0.8871493935585022,0.39258265495300293,0.16015835106372833,1.0
3,0.5293218493461609,0.1515563428401947,0.15139801800251007,1.0
1,0.8535717725753784,0.9310474395751953,1.0586611032485962,0.8284689484922443
2,0.3681058883666992,0.12218502908945084,0.11998170614242554,1.0
2,0.006755471229553223,0.03694625571370125,0.03692237287759781,1.0
2,0.3377429246902466,0.15639720857143402,0.15683718025684357,0.9958930256799851
8,0.9771915078163147,0.011808205395936966,0.011797896586358547,1.0
2,0.13806086778640747,0.050363846123218536,0.0501951165497303,1.0
4,0.7690291404724121,0.15021970868110657,0.1502322554588318,0.9998776538395713
1,0.908149778842926,0.07512976974248886,0.07556375116109848,0.9915975392696336
4,0.7286136746406555,0.09543285518884659,0.23583190143108368,0.2657083080892798
2,0.947397768497467,0.10742057859897614,0.1955656111240387,0.41572541548121494
8,0.21976709365844727,5.392812728881836,5.396157264709473,0.9990921408989188
1,0.32281821966171265,0.07372830808162689,0.0726364478468895,1.0
1,0.5698069930076599,0.06500513106584549,0.04495050013065338,1.0
8,0.9332361817359924,13.243500709533691,13.24467658996582,0.9998699403353719
0,0.4403380751609802,0.08244184404611588,0.06971656531095505,1.0
3,0.7506802082061768,5.1798415184021,5.1808247566223145,0.9997219835619342
8,0.0774262547492981,0.05024098977446556,0.05038950592279434,0.9956851526754285
2,0.5330953598022461,0.6979401111602783,0.5011962652206421,1.0
2,0.0172121524810791,0.007940324954688549,0.00795714370906353,0.9969050593520223
8,0.09609520435333252,0.12226108461618423,0.12226102501153946,1.0
8,0.061671674251556396,0.018674297258257866,0.018582472577691078,1.0
6,0.40559589862823486,0.2151622474193573,0.2151622474193573,1.0
7,0.7451848387718201,0.12901821732521057,0.13080525398254395,0.9800495340946006
2,0.36663204431533813,4.653995990753174,4.607558250427246,1.0
5,0.11943960189819336,1.0852458477020264,1.0851751565933228,1.0
8,0.517866313457489,0.161784365773201,0.17095713317394257,0.9223864092172859
6,0.10593515634536743,0.38574331998825073,0.38632771372795105,0.9977847299903583
8,0.09833693504333496,5.022220611572266,4.822091579437256,1.0
3,0.22335505485534668,0.005482987035065889,0.005483096931129694,0.9999706381654341
4,0.011093497276306152,0.00985063798725605,0.009858692064881325,0.9988034155562594
2,0.7988609075546265,0.006426146253943443,0.006485747639089823,0.9865663183113291
2,0.8828305006027222,0.027402758598327637,0.15921233594417572,0.07594394113347315
3,0.9063398838043213,0.028926175087690353,0.032523445785045624,0.8422184516600428
4,0.7020605802536011,0.23125092685222626,0.2306898981332779,1.0
0,0.3410099148750305,0.031538013368844986,0.012412668205797672,1.0
4,0.4335096478462219,0.027756867930293083,0.028038688004016876,0.9853098573019147
1,0.08516800403594971,6.358761310577393,6.390697002410889,0.9926877237813891
9,0.06051284074783325,3.8362584114074707,3.8362584114074707,1.0
6,0.1004260778427124,0.37483853101730347,0.3748621940612793,0.9999075254190437
7,0.602151095867157,0.24657778441905975,0.24578426778316498,1.0
2,0.8273513317108154,0.019074035808444023,0.018949655815958977,1.0
0,0.08599591255187988,0.31658250093460083,0.2894027829170227,1.0
3,0.9856830835342407,0.03724124655127525,0.04301232099533081,0.809726917905363
7,0.07485812902450562,0.08493372797966003,0.08449885249137878,1.0
1,0.3419087529182434,0.052569109946489334,0.053453050553798676,0.9758674938322542
6,0.6337660551071167,0.15585270524024963,0.12827914953231812,1.0
5,0.23347365856170654,0.45814433693885803,0.42601072788238525,1.0
7,0.9127926826477051,0.17149172723293304,0.16955192387104034,1.0
5,0.6125960350036621,3.577441692352295,3.575425148010254,1.0
1,0.87217777967453,0.4498519003391266,0.4389435350894928,1.0
5,0.8831780552864075,0.049368225038051605,0.06340750306844711,0.6930546053999861
6,0.6631274223327637,0.012870614416897297,0.012880015186965466,0.9989309382331547
5,0.38676881790161133,0.6293919682502747,0.6276794672012329,1.0
0,0.9664692878723145,0.010499519295990467,0.013371407985687256,0.7017244193625551
9,0.3234352469444275,0.13713324069976807,0.13713325560092926,0.9999998408131924
2,0.20437830686569214,0.09612060338258743,0.0971258357167244,0.9848743784520501
1,0.3353334665298462,0.7190759181976318,0.7054087519645691,1.0
9,0.4250403642654419,0.08383099734783173,0.08383098244667053,1.0
4,0.18501263856887817,0.04507206752896309,0.045069802552461624,1.0
0,0.8962718844413757,0.03788523003458977,0.07862722128629684,0.3431251680601837
1,0.6024410128593445,0.07159838825464249,0.07809628546237946,0.880502830865015
0,0.40903860330581665,0.06179039925336838,0.061808835715055466,0.999563055163282
6,0.12475711107254028,0.033782970160245895,0.03379245847463608,0.9995886887521612
9,0.7216282486915588,0.5833858251571655,0.5833693742752075,1.0
7,0.29167675971984863,0.031133808195590973,0.030606776475906372,1.0
7,0.8794052600860596,1.4906907081604004,1.4974253177642822,0.9934182355000948
6,0.4969555139541626,0.7606740593910217,0.78750079870224,0.9504923741134739
2,0.551082193851471,8.800816535949707,7.982882976531982,1.0
9,0.2930413484573364,0.03204318881034851,0.032041288912296295,1.0
6,0.8484379649162292,0.03279135748744011,0.03321126848459244,0.9815319915673923
8,0.7512741684913635,0.09429537504911423,0.09432043135166168,0.9996108526072511
7,0.8963639140129089,0.011482978239655495,0.01148997899144888,0.9991075306150056
1,0.6818086504936218,0.008517150767147541,0.008350650779902935,1.0
6,0.6185099482536316,0.049557607620954514,0.04906435310840607,1.0
7,0.05106687545776367,0.017342584207654,0.017342565581202507,1.0
7,0.9389152526855469,0.17591919004917145,0.15801309049129486,1.0
2,0.641913890838623,0.21518266201019287,0.2222089022397995,0.954020043126405
6,0.043389976024627686,0.017357314005494118,0.017356816679239273,1.0
8,0.6460953950881958,0.14088551700115204,0.14088574051856995,0.9999976757976768
7,0.7071487903594971,0.06451048702001572,0.08639699965715408,0.6518403789859994
4,0.8868327140808105,0.022636037319898605,0.02262713946402073,1.0
5,0.3131454586982727,0.04335970804095268,0.04362364113330841,0.9911490547505103
7,0.7327959537506104,0.024477319791913033,0.024474402889609337,1.0
9,0.5910038948059082,0.12240877002477646,0.12240046262741089,1.0
0,0.20671731233596802,0.29292020201683044,0.29601767659187317,0.9847081475127999
8,0.7313910126686096,0.11997144669294357,0.12023483216762543,0.9967924757370928
0,0.9856813549995422,0.2544461786746979,0.7964599132537842,0.18793428292620876
1,0.7718260288238525,0.07630068063735962,0.07777021080255508,0.9724401792222725
4,0.3056420683860779,0.04473302885890007,0.044733013957738876,1.0
6,0.13076281547546387,0.020120760425925255,0.0201344545930624,0.999003776820763
5,0.5573513507843018,0.04995472729206085,0.04960722476243973,1.0
4,0.8287572264671326,0.09100202471017838,0.09100163727998734,1.0
4,0.445307195186615,0.17243966460227966,0.16679593920707703,1.0
2,0.4074479341506958,0.3362746834754944,0.3647138178348541,0.8878669648436904
8,0.5595900416374207,0.10720296949148178,0.10720859467983246,0.9999231344186137
9,0.12704157829284668,2.2538952827453613,2.265979051589966,0.9921974415993478
4,0.7401623725891113,0.06187579780817032,0.060542598366737366,1.0
